,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,poutcome,deposit
10830,34,blue-collar,divorced,secondary,no,0,yes,no,5,may,150,1,-1,unknown,no
10832,44,blue-collar,married,secondary,no,294,yes,no,19,may,66,2,-1,unknown,no
10833,38,management,married,tertiary,no,-558,yes,no,21,jul,533,1,-1,unknown,no
10834,60,management,married,tertiary,yes,-311,no,no,25,aug,151,6,-1,unknown,no
10835,58,services,married,secondary,no,688,no,no,6,aug,152,2,-1,unknown,no
10836,30,admin.,single,secondary,no,-548,yes,yes,28,jul,70,2,-1,unknown,no
10837,39,technician,married,tertiary,no,94,no,no,7,aug,70,2,-1,unknown,no
10838,44,housemaid,single,secondary,no,299,no,no,20,nov,186,1,-1,unknown,no
10840,32,blue-collar,married,primary,no,494,yes,no,26,may,252,2,-1,unknown,no
10841,47,admin.,single,secondary,no,594,yes,no,7,may,161,1,-1,unknown,no
10844,38,technician,married,secondary,no,183,yes,no,16,apr,256,3,339,failure,no
10846,49,services,single,secondary,no,1884,yes,no,8,may,43,1,-1,unknown,no
10847,53,retired,married,primary,no,0,no,yes,27,jun,747,1,-1,unknown,no
10848,55,management,divorced,tertiary,no,446,no,no,2,feb,159,1,-1,unknown,no
10849,30,management,single,tertiary,no,114,no,no,14,aug,65,4,-1,unknown,no
10850,41,management,married,tertiary,no,217,no,no,19,nov,328,1,-1,unknown,no
10851,31,services,married,secondary,no,1783,yes,yes,6,may,219,1,-1,unknown,no
10852,39,services,married,secondary,no,208,no,yes,9,feb,122,2,-1,unknown,no
10853,43,blue-collar,married,secondary,no,1311,yes,no,14,may,746,1,-1,unknown,no
10854,45,management,divorced,tertiary,no,2813,yes,no,13,may,43,1,-1,unknown,no
10855,42,management,married,tertiary,no,783,yes,no,19,nov,77,2,128,failure,no
10856,35,management,single,tertiary,no,243,yes,no,12,may,102,3,-1,unknown,no
10858,54,management,married,secondary,no,2895,yes,no,9,feb,20,2,256,failure,no
10859,43,blue-collar,married,primary,no,377,no,yes,20,jun,11,5,-1,unknown,no
10860,33,admin.,married,secondary,no,2,yes,no,20,may,201,1,-1,unknown,no
10861,31,management,single,tertiary,no,153,no,no,9,feb,65,3,-1,unknown,no
10862,42,unemployed,married,secondary,no,-165,yes,yes,27,may,179,3,-1,unknown,no
10863,34,blue-collar,single,secondary,no,2764,yes,no,13,may,158,1,357,failure,no
10866,50,blue-collar,married,primary,no,2590,yes,no,9,may,257,6,-1,unknown,no
10867,32,student,single,secondary,no,14,no,no,19,aug,144,3,136,unknown,no
10868,37,management,married,tertiary,no,2672,yes,no,11,aug,549,1,-1,unknown,no
10869,50,blue-collar,divorced,secondary,no,881,yes,yes,20,apr,162,1,-1,unknown,no
10871,30,admin.,divorced,secondary,no,370,yes,no,15,may,160,1,-1,unknown,no
10873,50,blue-collar,married,primary,no,859,yes,yes,9,feb,56,5,196,failure,no
10874,32,blue-collar,single,secondary,no,1940,yes,yes,13,may,299,3,-1,unknown,no
10875,24,blue-collar,single,primary,no,1033,yes,no,24,nov,283,1,-1,unknown,no
10876,36,management,married,tertiary,no,532,yes,no,14,may,603,1,-1,unknown,no
10877,42,technician,single,secondary,no,-321,no,no,28,jan,230,2,-1,unknown,no
10878,50,blue-collar,married,primary,no,383,no,no,2,oct,382,2,-1,unknown,no
10879,41,blue-collar,married,primary,no,865,no,yes,19,may,19,5,-1,unknown,no
10880,34,admin.,single,secondary,no,1352,yes,no,20,apr,126,1,334,unknown,no
10881,29,technician,married,tertiary,no,-722,no,yes,27,jun,121,4,-1,unknown,no
10882,47,management,married,secondary,no,1144,no,yes,29,jan,324,1,-1,unknown,no
10883,44,blue-collar,married,secondary,no,794,yes,no,5,feb,342,1,252,unknown,no
10884,49,self-employed,married,secondary,no,2061,yes,yes,30,may,137,3,-1,unknown,no
10885,39,blue-collar,divorced,secondary,no,36,yes,no,12,may,109,2,-1,unknown,no
10886,31,entrepreneur,single,tertiary,no,734,yes,no,7,may,295,1,168,unknown,no
10888,44,blue-collar,married,secondary,no,879,yes,no,3,apr,383,1,-1,unknown,no
10889,29,management,married,tertiary,no,0,yes,no,15,jul,91,2,-1,unknown,no
10891,40,admin.,married,secondary,no,0,yes,no,23,may,193,2,-1,unknown,no
10892,33,management,single,tertiary,no,275,no,no,18,nov,348,1,-1,unknown,no
10895,57,management,married,tertiary,no,350,no,no,4,may,87,3,-1,unknown,no
10896,46,management,married,tertiary,no,699,no,no,2,feb,241,1,-1,unknown,no
10898,35,management,married,secondary,no,97,yes,no,29,may,135,4,-1,unknown,no
10899,36,admin.,single,secondary,no,115,no,no,4,may,134,3,91,failure,no
10900,37,admin.,married,secondary,no,36,yes,no,13,may,428,1,-1,unknown,no
10901,41,admin.,divorced,secondary,no,1076,yes,no,3,jun,77,2,391,unknown,no
10902,38,blue-collar,single,secondary,no,-56,yes,yes,6,jun,247,2,-1,unknown,no
10903,34,admin.,single,secondary,no,1504,yes,no,12,may,395,3,-1,unknown,no
10904,45,services,single,secondary,no,482,yes,yes,30,may,637,2,-1,unknown,no
10907,55,admin.,married,secondary,no,-2,no,no,28,aug,76,1,-1,unknown,no
10909,58,management,married,secondary,no,407,yes,no,29,jul,145,2,-1,unknown,no
10910,48,technician,married,secondary,no,197,no,yes,3,feb,47,2,222,unknown,no
10911,33,technician,married,secondary,no,348,yes,no,7,may,263,2,294,success,no
10912,43,technician,divorced,tertiary,no,101,no,no,19,aug,173,3,-1,unknown,no
10913,29,blue-collar,married,secondary,no,294,yes,no,14,may,594,2,-1,unknown,no
10914,26,admin.,single,tertiary,no,3730,yes,no,11,mar,93,1,98,unknown,no
10915,56,management,divorced,tertiary,no,3885,yes,no,10,jul,51,1,-1,unknown,no
10917,33,services,married,secondary,no,403,yes,no,20,may,274,2,-1,unknown,no
10918,36,entrepreneur,single,tertiary,no,145,yes,no,18,may,450,2,304,success,no
10919,46,technician,single,secondary,no,834,yes,no,11,jul,196,2,-1,unknown,no
10920,40,services,married,secondary,no,664,yes,yes,18,may,29,5,-1,unknown,no
10921,50,management,divorced,tertiary,no,299,no,no,17,nov,666,3,-1,unknown,no
10922,55,entrepreneur,divorced,primary,no,29,no,no,16,jun,500,1,-1,unknown,no
10923,41,admin.,married,secondary,no,124,yes,no,12,may,191,3,-1,unknown,no
10925,35,management,single,tertiary,no,0,no,no,29,aug,131,2,-1,unknown,no
10926,53,self-employed,married,tertiary,no,20,yes,no,7,aug,218,2,-1,unknown,no
10928,59,retired,married,secondary,no,599,yes,no,7,may,31,1,-1,unknown,no
10929,42,technician,divorced,secondary,no,248,no,no,19,aug,163,4,-1,unknown,no
10930,45,technician,married,secondary,no,0,no,no,13,aug,99,1,-1,unknown,no
10933,47,blue-collar,married,secondary,no,2548,yes,no,11,may,577,1,368,unknown,no
10934,31,services,single,secondary,no,3,yes,no,5,may,41,1,-1,unknown,no
10935,40,admin.,married,secondary,no,1395,yes,yes,7,jul,122,2,-1,unknown,no
10936,28,blue-collar,married,primary,no,-196,no,no,7,jul,209,1,-1,unknown,no
10937,42,blue-collar,married,primary,no,205,yes,no,17,apr,582,1,-1,unknown,no
10939,33,admin.,married,secondary,no,393,yes,no,28,may,383,1,-1,unknown,no
10940,28,blue-collar,married,secondary,no,-185,yes,yes,13,may,170,1,-1,unknown,no
10941,50,housemaid,single,primary,no,1158,yes,no,3,feb,116,3,265,failure,no
10942,30,blue-collar,single,secondary,no,1165,yes,no,18,may,365,2,-1,unknown,no
10944,39,technician,divorced,secondary,no,1270,yes,no,29,may,245,4,-1,unknown,no
10945,29,management,married,tertiary,no,16,yes,no,16,jul,605,6,-1,unknown,no
10946,32,technician,single,secondary,no,930,yes,no,21,may,122,1,-1,unknown,no
10947,38,technician,single,tertiary,no,0,no,no,28,aug,247,2,-1,unknown,no
10948,55,technician,married,secondary,no,0,no,no,27,jul,506,2,-1,unknown,no
10950,47,blue-collar,married,primary,no,328,yes,no,7,may,58,1,-1,unknown,no
10951,57,management,married,secondary,no,0,no,no,28,jan,132,1,-1,unknown,no
10952,32,technician,married,secondary,no,2556,no,no,6,aug,269,3,-1,unknown,no
10954,30,management,single,tertiary,no,726,yes,no,16,apr,39,1,342,failure,no
10955,39,technician,married,secondary,no,-1451,yes,yes,30,jul,65,5,-1,unknown,no
10956,45,housemaid,divorced,primary,no,221,no,no,2,feb,93,1,235,failure,no
10957,25,student,single,secondary,no,3090,no,no,21,aug,139,1,-1,unknown,no
10959,39,management,single,tertiary,no,139,no,no,22,aug,109,2,-1,unknown,no
10961,58,housemaid,married,primary,no,260,yes,no,15,may,71,5,364,failure,no
10963,39,housemaid,single,primary,no,109,yes,no,6,may,699,3,-1,unknown,no
10964,41,blue-collar,married,secondary,no,140,yes,no,3,jun,96,1,125,failure,no
10965,56,management,married,tertiary,no,-45,yes,no,30,may,116,6,-1,unknown,no
10967,46,blue-collar,married,primary,no,1291,yes,no,14,may,142,3,259,failure,no
10968,35,management,married,tertiary,yes,-10,yes,no,15,may,168,2,364,unknown,no
10969,41,admin.,single,secondary,no,0,no,no,25,jul,286,2,-1,unknown,no
10970,36,blue-collar,married,primary,no,-20,yes,no,7,may,353,3,-1,unknown,no
10971,37,admin.,single,secondary,no,309,yes,no,15,may,58,3,-1,unknown,no
10972,28,technician,single,secondary,no,250,no,yes,29,jan,133,1,-1,unknown,no
10973,49,management,single,tertiary,no,370,no,no,19,aug,386,3,-1,unknown,no
10974,41,unemployed,married,primary,no,183,yes,no,29,jul,271,1,-1,unknown,no
10976,30,technician,married,secondary,no,1011,yes,no,16,may,109,1,-1,unknown,no
10978,35,technician,single,secondary,no,1609,yes,no,30,may,288,3,-1,unknown,no
10979,28,blue-collar,single,secondary,no,75,no,no,1,jun,7,1,-1,unknown,no
10980,42,admin.,married,secondary,no,12,yes,no,16,apr,466,4,-1,unknown,no
10981,32,admin.,married,secondary,no,3540,yes,no,18,may,213,1,178,failure,no
10984,55,blue-collar,married,primary,no,3297,yes,yes,30,apr,96,1,-1,unknown,no
10985,41,management,married,tertiary,no,9,yes,no,22,jul,82,3,-1,unknown,no
10986,33,management,married,tertiary,no,-139,no,no,8,jul,290,1,-1,unknown,no
10987,58,blue-collar,married,secondary,no,381,no,no,11,nov,79,4,-1,unknown,no
10988,32,blue-collar,single,secondary,no,760,yes,no,16,apr,445,1,148,unknown,no
10990,31,technician,single,tertiary,yes,24,no,no,21,aug,246,2,-1,unknown,no
10991,33,management,married,tertiary,no,148,no,no,20,may,717,1,-1,unknown,no
10994,29,blue-collar,married,primary,no,787,yes,no,24,jul,257,2,-1,unknown,no
10997,35,management,married,tertiary,no,1193,yes,no,2,jun,101,2,-1,unknown,no
10998,33,blue-collar,married,primary,no,-132,yes,yes,18,may,170,6,-1,unknown,no
10999,38,entrepreneur,married,tertiary,no,1438,no,no,13,nov,122,5,-1,unknown,no
11000,31,blue-collar,single,secondary,no,-159,no,yes,21,nov,49,1,-1,unknown,no
11001,48,admin.,married,secondary,no,2235,yes,yes,15,may,755,2,-1,unknown,no
11002,25,services,married,secondary,no,10,yes,no,7,may,51,1,294,failure,no
11003,35,management,single,tertiary,no,805,no,no,17,sep,613,1,-1,unknown,no
11004,55,blue-collar,married,primary,no,-79,no,yes,27,jun,293,3,-1,unknown,no
11005,31,blue-collar,married,secondary,no,1664,yes,no,7,may,603,2,17,failure,no
11006,43,unemployed,divorced,secondary,no,0,yes,no,24,jul,229,2,-1,unknown,no
11007,31,admin.,single,secondary,no,690,no,no,4,may,10,4,87,failure,no
11009,34,unemployed,married,secondary,no,200,yes,no,26,may,155,6,-1,unknown,no
11011,25,technician,single,secondary,no,173,yes,no,15,may,186,2,-1,unknown,no
11012,57,admin.,married,secondary,no,808,no,no,14,jul,417,3,-1,unknown,no
11014,46,technician,married,secondary,no,966,yes,yes,19,aug,40,2,-1,unknown,no
11015,41,management,married,tertiary,no,141,yes,yes,8,may,146,3,-1,unknown,no
11016,26,services,single,secondary,no,531,yes,yes,6,feb,184,1,-1,unknown,no
11018,37,admin.,married,secondary,no,68,yes,yes,13,may,151,2,351,failure,no
11019,34,admin.,married,secondary,no,1499,yes,no,13,apr,186,1,327,failure,no
11020,49,entrepreneur,divorced,secondary,no,2908,no,no,6,jun,322,1,-1,unknown,no
11021,32,blue-collar,married,secondary,yes,-238,yes,no,27,may,427,1,-1,unknown,no
11022,38,technician,single,secondary,no,1685,yes,no,5,may,185,1,-1,unknown,no
11023,37,self-employed,married,secondary,yes,0,yes,no,17,jul,158,1,-1,unknown,no
11025,43,technician,married,secondary,no,0,no,no,19,aug,313,3,-1,unknown,no
11026,39,technician,married,primary,no,1846,no,no,5,feb,306,5,-1,unknown,no
11027,34,technician,married,secondary,no,4,yes,no,2,feb,105,2,263,failure,no
11028,38,blue-collar,married,secondary,no,360,yes,no,14,may,220,2,-1,unknown,no
11029,40,management,divorced,tertiary,no,205,no,no,25,jul,357,1,-1,unknown,no
11031,34,blue-collar,married,primary,no,218,yes,yes,21,may,260,1,-1,unknown,no
11033,31,entrepreneur,married,secondary,no,15,no,yes,29,jan,190,2,-1,unknown,no
11034,42,blue-collar,married,primary,no,0,no,no,20,jun,19,2,-1,unknown,no
11035,45,self-employed,single,primary,no,112,no,no,20,jun,298,4,-1,unknown,no
11036,54,housemaid,divorced,tertiary,no,9,no,yes,29,jul,136,3,-1,unknown,no
11037,45,unemployed,divorced,secondary,no,-44,yes,no,7,jul,256,2,-1,unknown,no
11040,50,services,married,secondary,no,77,no,no,27,may,138,2,-1,unknown,no
11041,39,admin.,single,secondary,no,0,no,yes,19,jun,142,1,-1,unknown,no
11042,33,entrepreneur,married,secondary,no,137,yes,no,15,jul,136,3,-1,unknown,no
11043,30,technician,single,secondary,no,-232,no,yes,7,aug,118,2,-1,unknown,no
11044,32,services,married,secondary,no,0,no,no,31,jul,105,6,-1,unknown,no
11045,27,services,single,secondary,no,139,no,no,25,jul,165,3,-1,unknown,no
11046,34,technician,married,secondary,no,47,no,no,25,aug,132,6,-1,unknown,no
11047,47,blue-collar,married,primary,no,-58,yes,no,18,jul,92,2,-1,unknown,no
11048,39,blue-collar,married,primary,no,34,yes,no,27,may,114,1,-1,unknown,no
11049,30,technician,married,secondary,no,590,yes,no,23,may,242,3,-1,unknown,no
11050,31,blue-collar,married,secondary,no,435,yes,no,21,may,204,1,-1,unknown,no
11051,38,management,divorced,tertiary,no,441,yes,no,30,jan,67,1,-1,unknown,no
11052,54,housemaid,married,primary,no,212,no,no,12,aug,81,4,-1,unknown,no
11053,34,management,single,tertiary,yes,621,no,no,28,aug,205,3,-1,unknown,no
11054,26,services,single,secondary,no,162,yes,no,2,mar,185,2,130,unknown,no
11056,31,technician,married,secondary,no,522,yes,yes,27,aug,308,4,-1,unknown,no
11058,33,blue-collar,married,secondary,no,0,yes,no,19,nov,330,2,-1,unknown,no
11060,58,housemaid,married,primary,no,435,yes,no,28,jul,122,6,-1,unknown,no
11061,38,blue-collar,married,secondary,no,530,yes,no,20,apr,59,3,-1,unknown,no
11062,35,blue-collar,married,secondary,no,106,yes,no,14,apr,252,5,-1,unknown,no
11063,38,management,married,tertiary,no,590,no,no,31,jul,49,2,-1,unknown,no
11064,55,retired,married,tertiary,no,2929,no,no,16,jun,556,3,-1,unknown,no
11065,31,technician,single,secondary,no,147,yes,no,7,may,374,1,-1,unknown,no
11066,28,technician,single,secondary,no,2000,no,no,3,feb,226,2,-1,unknown,no
11067,40,management,married,tertiary,no,143,no,no,13,aug,832,6,-1,unknown,no
11068,33,admin.,single,tertiary,no,193,no,no,5,may,132,2,-1,unknown,no
11069,33,self-employed,single,tertiary,no,658,yes,no,12,apr,93,1,173,success,no
11070,31,management,single,tertiary,yes,-365,yes,no,30,may,319,6,-1,unknown,no
11071,25,services,married,secondary,no,50,yes,no,5,may,342,1,-1,unknown,no
11075,41,management,married,tertiary,no,3872,no,no,15,oct,231,1,-1,unknown,no
11076,52,services,married,secondary,no,820,yes,no,2,feb,135,2,-1,unknown,no
11078,33,management,married,tertiary,no,516,yes,no,19,nov,245,4,-1,unknown,no
11079,60,retired,married,tertiary,no,0,no,no,25,aug,101,3,-1,unknown,no
11080,25,services,single,secondary,no,199,no,no,16,aug,111,2,95,unknown,no
11081,33,management,married,tertiary,no,584,yes,no,7,aug,269,3,-1,unknown,no
11082,37,management,single,tertiary,no,1449,no,no,3,jun,291,1,-1,unknown,no
11083,50,management,single,tertiary,no,490,no,no,14,aug,273,5,-1,unknown,no
11084,40,blue-collar,married,primary,no,919,yes,no,3,jun,327,2,-1,unknown,no
11087,40,technician,single,tertiary,no,47,yes,no,5,may,159,1,365,failure,no
11088,27,management,single,tertiary,no,390,no,no,28,oct,190,1,82,success,no
11089,44,blue-collar,single,secondary,no,25,yes,no,12,may,244,3,-1,unknown,no
11090,34,services,single,secondary,no,2257,no,yes,30,jan,568,2,-1,unknown,no
11091,34,housemaid,married,tertiary,no,677,no,no,9,feb,37,2,-1,unknown,no
11092,38,services,married,tertiary,no,0,yes,no,17,apr,239,1,147,failure,no
11093,31,unemployed,single,secondary,no,209,yes,no,6,may,193,1,-1,unknown,no
11094,57,unemployed,married,primary,no,2743,no,no,29,jan,89,1,-1,unknown,no
11095,31,blue-collar,married,primary,no,50,yes,no,8,may,300,2,-1,unknown,no
11096,31,student,single,secondary,no,0,no,no,22,sep,173,1,-1,unknown,no
11097,56,management,married,primary,no,21,no,no,7,jul,118,1,-1,unknown,no
11098,46,management,married,secondary,no,21,yes,no,7,may,124,1,338,failure,no
11099,31,management,single,tertiary,no,78,yes,no,22,jul,369,2,-1,unknown,no
11100,40,technician,married,tertiary,no,1034,yes,no,18,may,368,2,-1,unknown,no
11102,26,admin.,married,secondary,no,714,yes,no,28,may,183,1,-1,unknown,no
11103,51,management,married,primary,no,98,yes,no,7,may,114,2,-1,unknown,no
11104,30,blue-collar,single,secondary,no,971,yes,no,17,apr,283,1,317,unknown,no
11105,54,entrepreneur,married,tertiary,no,0,no,no,30,jul,250,5,-1,unknown,no
11106,32,technician,divorced,secondary,no,1097,yes,no,12,may,298,2,-1,unknown,no
11107,54,admin.,married,primary,no,0,no,no,30,jul,255,2,-1,unknown,no
11108,45,admin.,married,secondary,no,25,yes,no,28,may,82,4,-1,unknown,no
11109,31,blue-collar,married,secondary,no,604,yes,no,18,nov,394,2,-1,unknown,no
11110,35,retired,single,primary,no,434,no,no,5,may,138,1,-1,unknown,no
11111,42,blue-collar,married,primary,no,784,no,no,28,apr,428,3,-1,unknown,no
11112,37,technician,married,secondary,no,95,no,no,6,feb,454,3,-1,unknown,no
11113,43,admin.,married,secondary,no,616,yes,no,9,may,168,2,-1,unknown,no
11114,30,blue-collar,married,secondary,no,631,yes,no,19,nov,174,2,-1,unknown,no
11115,49,blue-collar,married,primary,no,67,no,yes,13,aug,269,4,-1,unknown,no
11116,37,entrepreneur,married,tertiary,no,555,no,no,7,jul,104,2,-1,unknown,no
11117,54,management,married,tertiary,no,184,no,no,6,feb,13,6,-1,unknown,no
11118,45,unemployed,single,secondary,no,382,yes,yes,18,may,182,1,-1,unknown,no
11119,39,management,married,tertiary,no,-974,no,yes,13,aug,130,4,-1,unknown,no
11120,50,management,married,tertiary,no,-516,yes,no,15,may,226,2,-1,unknown,no
11121,30,management,single,tertiary,no,0,no,no,18,aug,124,3,-1,unknown,no
11122,49,technician,divorced,secondary,no,5,no,no,19,aug,131,2,-1,unknown,no
11123,31,services,married,secondary,no,428,yes,no,21,may,272,1,-1,unknown,no
11124,42,retired,married,primary,no,0,yes,no,8,may,186,2,-1,unknown,no
11125,40,blue-collar,divorced,primary,no,54,yes,no,13,may,10,5,362,unknown,no
11126,35,unemployed,married,secondary,yes,1054,yes,yes,21,nov,106,1,-1,unknown,no
11127,30,management,single,tertiary,no,115,no,no,12,aug,154,2,-1,unknown,no
11128,40,blue-collar,married,primary,no,2171,yes,no,9,may,97,1,-1,unknown,no
11129,39,entrepreneur,married,tertiary,no,350,yes,no,24,jul,230,2,-1,unknown,no
11130,46,unemployed,married,secondary,no,594,no,no,4,feb,197,2,-1,unknown,no
11131,55,technician,married,secondary,no,276,yes,no,12,may,486,1,-1,unknown,no
11132,32,blue-collar,married,secondary,no,-325,yes,yes,21,may,171,1,-1,unknown,no
11133,37,management,married,tertiary,no,1594,yes,no,17,apr,110,1,260,failure,no
11134,58,self-employed,married,tertiary,no,2596,no,no,18,nov,15,2,-1,unknown,no
11135,36,services,divorced,secondary,no,115,no,no,6,jun,201,1,-1,unknown,no
11136,31,management,single,tertiary,no,0,yes,no,8,sep,76,1,-1,unknown,no
11138,32,technician,married,secondary,no,235,yes,no,28,aug,688,6,-1,unknown,no
11141,32,blue-collar,married,secondary,no,130,yes,no,6,may,302,2,-1,unknown,no
